"","States","total_count","filtered_count","total_percentage","filtered_percentage","table","fold_change"
"297","6_EnhG",4314,10,0.526338906620597,0.0553771181747702,"E048",0.105211903353912
"298","7_Enh",55064,385,6.71820249285038,2.13201904972865,"E048",0.317349626183132
"299","8_ZNF/Rpts",874,3,0.106634261563839,0.0166131354524311,"E048",0.155795475195233
"300","9_Het",1667,0,0.203385942822563,0,"E048",0
"301","10_TssBiv",2096,68,0.255674610145012,0.376335159665726,"E050",1.47193012028953
"302","11_BivFlnk",31926,4289,3.89440248258095,23.7367867618573,"E050",6.09510364376262
"303","12_EnhBiv",21578,5080,2.63213107715128,28.1144501632631,"E050",10.68125003626
"304","13_ReprPC",43221,4195,5.27219099478892,23.2165587470253,"E050",4.40358833167704
"305","14_ReprPCWk",65544,54,7.9951987821301,0.298854391499253,"E050",0.0373792321670871
"306","15_Quies",233212,40,28.4477038077952,0.22137362333278,"E050",0.00778177475512522
"307","1_TssA",66039,1436,8.05557995198782,7.9473130776468,"E050",0.986560014923034
"308","2_TssAFlnk",104706,2430,12.7722641840857,13.4484476174664,"E050",1.05294154768762
"309","3_TxFlnk",1285,85,0.156747077307415,0.470418949582157,"E050",3.00113378611561
"310","4_Tx",72524,105,8.84663426820462,0.581105761248547,"E050",0.0656866491403493
"311","5_TxWk",79644,44,9.71514725686516,0.243510985666058,"E050",0.0250650843705928
"312","6_EnhG",8431,41,1.0284316021625,0.226907963916099,"E050",0.220634958551426
"313","7_Enh",73326,179,8.94446396159026,0.99064696441419,"E050",0.110755319566189
